id_transaccion,fecha_hora,id_cuenta_origen,id_cuenta_destino,tipo_transaccion,monto,estado,canal,descripcion
TRX-20241208-06807,12/8/2024 14:59,ACC-00481,ACC-00050,TRANSFERENCIA,974888.43,EXITOSA,APP_MOVIL,Transferencia a ACC-00050
TRX-20241208-07330,12/8/2024 0:50,ACC-00457,,DEPOSITO,5521561.57,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241208-07410,12/8/2024 17:16,ACC-00434,,DEPOSITO,6009429.66,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241208-08115,12/8/2024 0:55,ACC-00355,,PAGO_SERVICIO,23002.85,EXITOSA,WEB,Pago de servicio
TRX-20241208-08148,12/8/2024 5:53,ACC-00325,,PAGO_SERVICIO,391242.2,EXITOSA,WEB,Pago de servicio
TRX-20241208-08473,12/8/2024 10:33,ACC-00041,ACC-00302,TRANSFERENCIA,2273856.61,EXITOSA,APP_MOVIL,Transferencia a ACC-00302
TRX-20241209-00274,12/9/2024 7:05,ACC-00463,,DEPOSITO,8986961.77,EXITOSA,CAJERO,Depósito en cuenta
TRX-20241209-01276,12/9/2024 19:50,ACC-00302,,DEPOSITO,258762,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241209-01509,12/9/2024 16:33,ACC-00159,,DEPOSITO,6498201.07,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241209-02403,12/9/2024 15:52,ACC-00461,,DEPOSITO,9714631.9,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241209-02743,12/9/2024 23:47,ACC-00262,,DEPOSITO,5257578.5,PENDIENTE,CAJERO,Depósito en cuenta
TRX-20241209-02745,12/9/2024 12:54,ACC-00173,,DEPOSITO,996972.89,EXITOSA,WEB,Depósito en cuenta
TRX-20241209-02777,12/9/2024 20:05,ACC-00492,ACC-00013,TRANSFERENCIA,3695576.77,EXITOSA,WEB,Transferencia a ACC-00013
TRX-20241209-02793,12/9/2024 8:02,ACC-00080,,PAGO_SERVICIO,93778.97,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241209-02994,12/9/2024 21:07,ACC-00028,,RETIRO,2193625.3,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241209-05490,12/9/2024 20:19,ACC-00361,ACC-00245,TRANSFERENCIA,2598313.52,EXITOSA,APP_MOVIL,Transferencia a ACC-00245
TRX-20241209-06125,12/9/2024 14:29,ACC-00151,ACC-00345,TRANSFERENCIA,3833593.57,RECHAZADA,APP_MOVIL,Transferencia a ACC-00345
TRX-20241209-06432,12/9/2024 6:18,ACC-00276,,DEPOSITO,9476833.15,EXITOSA,CAJERO,Depósito en cuenta
TRX-20241209-07989,12/9/2024 23:22,ACC-00008,,RETIRO,689078.61,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241209-08199,12/9/2024 10:12,ACC-00276,ACC-00044,TRANSFERENCIA,4285139.21,EXITOSA,WEB,Transferencia a ACC-00044
TRX-20241209-09418,12/9/2024 13:04,ACC-00106,ACC-00361,TRANSFERENCIA,1410809.41,EXITOSA,SUCURSAL,Transferencia a ACC-00361
TRX-20241210-00291,12/10/2024 3:57,ACC-00023,,PAGO_SERVICIO,431591.44,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241210-00669,12/10/2024 11:26,ACC-00028,ACC-00444,TRANSFERENCIA,3415891.57,EXITOSA,CAJERO,Transferencia a ACC-00444
TRX-20241210-00960,12/10/2024 23:37,ACC-00012,ACC-00170,TRANSFERENCIA,1132111.42,EXITOSA,APP_MOVIL,Transferencia a ACC-00170
TRX-20241210-01335,12/10/2024 18:48,ACC-00466,,DEPOSITO,3824285.3,EXITOSA,CAJERO,Depósito en cuenta
TRX-20241210-01530,12/10/2024 13:52,ACC-00405,,PAGO_SERVICIO,450268.78,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241210-02087,12/10/2024 14:12,ACC-00483,ACC-00499,TRANSFERENCIA,1588738.9,EXITOSA,WEB,Transferencia a ACC-00499
TRX-20241210-02303,12/10/2024 5:20,ACC-00442,,RETIRO,2078647.35,EXITOSA,WEB,Retiro en cajero
TRX-20241210-05997,12/10/2024 18:02,ACC-00203,ACC-00185,TRANSFERENCIA,3644518.01,EXITOSA,APP_MOVIL,Transferencia a ACC-00185
TRX-20241210-06986,12/10/2024 11:27,ACC-00358,,DEPOSITO,4710284.92,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241210-07259,12/10/2024 11:08,ACC-00294,,DEPOSITO,7438186.71,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241210-07655,12/10/2024 20:54,ACC-00101,ACC-00028,TRANSFERENCIA,2831011.66,EXITOSA,SUCURSAL,Transferencia a ACC-00028
TRX-20241210-08802,12/10/2024 14:21,ACC-00363,ACC-00231,TRANSFERENCIA,4653707.15,EXITOSA,WEB,Transferencia a ACC-00231
TRX-20241210-09780,12/10/2024 9:35,ACC-00188,,DEPOSITO,4016005.95,EXITOSA,WEB,Depósito en cuenta
TRX-20241211-00283,12/11/2024 23:11,ACC-00357,ACC-00426,TRANSFERENCIA,755137.58,EXITOSA,CAJERO,Transferencia a ACC-00426
TRX-20241211-00551,12/11/2024 10:19,ACC-00187,ACC-00197,TRANSFERENCIA,4950428.65,PENDIENTE,APP_MOVIL,Transferencia a ACC-00197
TRX-20241211-00858,12/11/2024 2:30,ACC-00491,ACC-00314,TRANSFERENCIA,1851985.11,EXITOSA,APP_MOVIL,Transferencia a ACC-00314
TRX-20241211-01132,12/11/2024 0:10,ACC-00465,ACC-00471,TRANSFERENCIA,3329859.86,EXITOSA,WEB,Transferencia a ACC-00471
TRX-20241211-02158,12/11/2024 3:32,ACC-00193,ACC-00150,TRANSFERENCIA,2316046.17,EXITOSA,WEB,Transferencia a ACC-00150
TRX-20241211-02190,12/11/2024 8:55,ACC-00168,ACC-00155,TRANSFERENCIA,2696368.38,EXITOSA,APP_MOVIL,Transferencia a ACC-00155
TRX-20241211-04603,12/11/2024 5:57,ACC-00354,,RETIRO,901453.59,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241211-07531,12/11/2024 20:23,ACC-00161,,RETIRO,2918241.73,PENDIENTE,APP_MOVIL,Retiro en cajero
TRX-20241211-07831,12/11/2024 11:10,ACC-00030,,RETIRO,880597.28,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241211-07934,12/11/2024 18:21,ACC-00180,,RETIRO,54184.06,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241211-08540,12/11/2024 17:57,ACC-00287,ACC-00255,TRANSFERENCIA,1314254.93,EXITOSA,CAJERO,Transferencia a ACC-00255
TRX-20241211-09386,12/11/2024 1:30,ACC-00323,ACC-00047,TRANSFERENCIA,1701759.3,EXITOSA,WEB,Transferencia a ACC-00047
TRX-20241212-00083,12/12/2024 12:49,ACC-00407,,DEPOSITO,9696355.37,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241212-00877,12/12/2024 12:49,ACC-00281,ACC-00028,TRANSFERENCIA,151545.52,EXITOSA,CAJERO,Transferencia a ACC-00028
TRX-20241212-00902,12/12/2024 6:06,ACC-00200,,RETIRO,1685624.38,EXITOSA,SUCURSAL,Retiro en cajero
TRX-20241212-01533,12/12/2024 23:29,ACC-00138,,DEPOSITO,6260444.55,EXITOSA,SUCURSAL,Depósito en cuenta
TRX-20241212-01861,12/12/2024 16:59,ACC-00110,,PAGO_SERVICIO,41290.8,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241212-02848,12/12/2024 3:01,ACC-00415,ACC-00232,TRANSFERENCIA,1936034.71,EXITOSA,APP_MOVIL,Transferencia a ACC-00232
TRX-20241212-02855,12/12/2024 13:36,ACC-00336,,DEPOSITO,383312.67,PENDIENTE,APP_MOVIL,Depósito en cuenta
TRX-20241212-03061,12/12/2024 8:56,ACC-00080,,DEPOSITO,4293425.74,EXITOSA,SUCURSAL,Depósito en cuenta
TRX-20241212-03616,12/12/2024 19:10,ACC-00337,,RETIRO,1971592.17,EXITOSA,CAJERO,Retiro en cajero
TRX-20241212-04184,12/12/2024 16:28,ACC-00168,,RETIRO,1836332.18,PENDIENTE,CAJERO,Retiro en cajero
TRX-20241212-04582,12/12/2024 19:40,ACC-00321,ACC-00464,TRANSFERENCIA,4664507.62,EXITOSA,WEB,Transferencia a ACC-00464
TRX-20241212-06333,12/12/2024 21:27,ACC-00046,,RETIRO,1999411.61,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241212-06451,12/12/2024 7:11,ACC-00097,,PAGO_SERVICIO,248676.39,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241212-06719,12/12/2024 3:56,ACC-00027,,DEPOSITO,798240.19,PENDIENTE,APP_MOVIL,Depósito en cuenta
TRX-20241212-06812,12/12/2024 0:57,ACC-00317,,DEPOSITO,9197034.94,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241212-09439,12/12/2024 9:13,ACC-00294,,PAGO_SERVICIO,119465.32,EXITOSA,WEB,Pago de servicio
TRX-20241213-00770,12/13/2024 3:46,ACC-00081,,DEPOSITO,5748066.55,EXITOSA,WEB,Depósito en cuenta
TRX-20241213-01026,12/13/2024 13:19,ACC-00409,,RETIRO,200901.9,PENDIENTE,APP_MOVIL,Retiro en cajero
TRX-20241213-01186,12/13/2024 2:13,ACC-00178,,DEPOSITO,4531111.2,EXITOSA,CAJERO,Depósito en cuenta
TRX-20241213-01556,12/13/2024 18:29,ACC-00056,,PAGO_SERVICIO,225681.7,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241213-01765,12/13/2024 7:42,ACC-00390,,PAGO_SERVICIO,140559.31,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241213-02178,12/13/2024 1:35,ACC-00006,,PAGO_SERVICIO,218196.82,EXITOSA,WEB,Pago de servicio
TRX-20241213-03262,12/13/2024 22:42,ACC-00010,,DEPOSITO,364506.12,EXITOSA,WEB,Depósito en cuenta
TRX-20241213-03290,12/13/2024 9:44,ACC-00164,,RETIRO,2550877.19,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241213-03448,12/13/2024 6:30,ACC-00104,,RETIRO,1678888.07,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241213-03833,12/13/2024 12:05,ACC-00260,,PAGO_SERVICIO,363997.45,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241213-03919,12/13/2024 20:36,ACC-00007,,DEPOSITO,1623196.24,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241213-04293,12/13/2024 1:21,ACC-00338,,DEPOSITO,3933738.97,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241213-04594,12/13/2024 19:18,ACC-00042,,PAGO_SERVICIO,110128.87,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241213-04810,12/13/2024 17:44,ACC-00056,,PAGO_SERVICIO,257462.34,EXITOSA,WEB,Pago de servicio
TRX-20241213-05207,12/13/2024 21:35,ACC-00172,,RETIRO,796834.26,EXITOSA,CAJERO,Retiro en cajero
TRX-20241213-05794,12/13/2024 12:11,ACC-00407,,DEPOSITO,9464407.81,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241213-06229,12/13/2024 9:16,ACC-00103,,PAGO_SERVICIO,237712.67,EXITOSA,WEB,Pago de servicio
TRX-20241213-07352,12/13/2024 15:35,ACC-00450,,PAGO_SERVICIO,354624.98,EXITOSA,WEB,Pago de servicio
TRX-20241213-08385,12/13/2024 2:33,ACC-00260,ACC-00377,TRANSFERENCIA,4788555.23,EXITOSA,WEB,Transferencia a ACC-00377
TRX-20241213-09727,12/13/2024 20:35,ACC-00261,ACC-00405,TRANSFERENCIA,2738438.43,PENDIENTE,CAJERO,Transferencia a ACC-00405
TRX-20241214-00881,12/14/2024 20:10,ACC-00240,,RETIRO,2912239.11,PENDIENTE,APP_MOVIL,Retiro en cajero
TRX-20241214-01251,12/14/2024 11:15,ACC-00481,ACC-00348,TRANSFERENCIA,1982685.96,EXITOSA,CAJERO,Transferencia a ACC-00348
TRX-20241214-01431,12/14/2024 22:00,ACC-00110,ACC-00229,TRANSFERENCIA,429149.59,EXITOSA,CAJERO,Transferencia a ACC-00229
TRX-20241214-01866,12/14/2024 7:57,ACC-00275,ACC-00353,TRANSFERENCIA,4218302.33,EXITOSA,APP_MOVIL,Transferencia a ACC-00353
TRX-20241214-02624,12/14/2024 20:46,ACC-00403,,PAGO_SERVICIO,193261.39,EXITOSA,CAJERO,Pago de servicio
TRX-20241214-03617,12/14/2024 19:57,ACC-00024,ACC-00186,TRANSFERENCIA,1719506.73,EXITOSA,APP_MOVIL,Transferencia a ACC-00186
TRX-20241214-03630,12/14/2024 1:31,ACC-00333,,RETIRO,2934317.72,RECHAZADA,WEB,Retiro en cajero
TRX-20241214-04078,12/14/2024 15:11,ACC-00214,ACC-00355,TRANSFERENCIA,752831.55,EXITOSA,CAJERO,Transferencia a ACC-00355
TRX-20241214-04921,12/14/2024 10:20,ACC-00192,ACC-00494,TRANSFERENCIA,2281921.76,EXITOSA,APP_MOVIL,Transferencia a ACC-00494
TRX-20241214-05012,12/14/2024 21:24,ACC-00345,ACC-00084,TRANSFERENCIA,3238616.03,EXITOSA,APP_MOVIL,Transferencia a ACC-00084
TRX-20241214-05953,12/14/2024 16:53,ACC-00432,,RETIRO,1909064.76,RECHAZADA,WEB,Retiro en cajero
TRX-20241214-06806,12/14/2024 13:50,ACC-00485,ACC-00116,TRANSFERENCIA,1822225.14,EXITOSA,APP_MOVIL,Transferencia a ACC-00116
TRX-20241215-00847,12/15/2024 3:38,ACC-00161,,RETIRO,1908042.29,EXITOSA,CAJERO,Retiro en cajero
TRX-20241215-01366,12/15/2024 23:19,ACC-00154,ACC-00077,TRANSFERENCIA,696065.99,EXITOSA,CAJERO,Transferencia a ACC-00077
TRX-20241215-01375,12/15/2024 14:09,ACC-00236,ACC-00355,TRANSFERENCIA,2184818.92,EXITOSA,APP_MOVIL,Transferencia a ACC-00355
TRX-20241215-03424,12/15/2024 21:45,ACC-00172,ACC-00263,TRANSFERENCIA,3164840.72,EXITOSA,WEB,Transferencia a ACC-00263
TRX-20241215-03486,12/15/2024 21:15,ACC-00135,ACC-00023,TRANSFERENCIA,4188433.62,EXITOSA,WEB,Transferencia a ACC-00023
TRX-20241215-03622,12/15/2024 14:54,ACC-00412,,DEPOSITO,25668.67,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241215-04089,12/15/2024 9:15,ACC-00108,,RETIRO,2170589.74,EXITOSA,CAJERO,Retiro en cajero
TRX-20241215-04654,12/15/2024 0:56,ACC-00012,ACC-00340,TRANSFERENCIA,239960.21,EXITOSA,CAJERO,Transferencia a ACC-00340
TRX-20241215-05347,12/15/2024 17:52,ACC-00212,,RETIRO,640109.32,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241215-05402,12/15/2024 4:47,ACC-00300,ACC-00175,TRANSFERENCIA,2723994.49,EXITOSA,APP_MOVIL,Transferencia a ACC-00175
TRX-20241215-06523,12/15/2024 4:43,ACC-00427,,PAGO_SERVICIO,59809.9,EXITOSA,CAJERO,Pago de servicio
TRX-20241215-07129,12/15/2024 6:59,ACC-00220,,PAGO_SERVICIO,152531.8,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241215-07697,12/15/2024 18:27,ACC-00498,,RETIRO,578491.52,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241215-07856,12/15/2024 20:39,ACC-00495,,RETIRO,2594058.37,PENDIENTE,WEB,Retiro en cajero
TRX-20241215-08396,12/15/2024 17:05,ACC-00102,,DEPOSITO,6042238.15,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241216-00385,12/16/2024 9:57,ACC-00079,ACC-00233,TRANSFERENCIA,4024370.83,EXITOSA,SUCURSAL,Transferencia a ACC-00233
TRX-20241216-00418,12/16/2024 23:43,ACC-00469,,PAGO_SERVICIO,167801.52,EXITOSA,SUCURSAL,Pago de servicio
TRX-20241216-01622,12/16/2024 1:26,ACC-00018,ACC-00472,TRANSFERENCIA,4375439.17,EXITOSA,APP_MOVIL,Transferencia a ACC-00472
TRX-20241216-02200,12/16/2024 20:15,ACC-00204,,DEPOSITO,491559.31,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241216-02532,12/16/2024 21:50,ACC-00056,ACC-00058,TRANSFERENCIA,1237528.93,EXITOSA,APP_MOVIL,Transferencia a ACC-00058
TRX-20241216-03356,12/16/2024 20:01,ACC-00176,,DEPOSITO,2467873.11,EXITOSA,WEB,Depósito en cuenta
TRX-20241216-03514,12/16/2024 20:33,ACC-00274,,RETIRO,1169357.84,EXITOSA,CAJERO,Retiro en cajero
TRX-20241216-04963,12/16/2024 23:02,ACC-00126,,RETIRO,2052126.02,EXITOSA,CAJERO,Retiro en cajero
TRX-20241216-05497,12/16/2024 12:21,ACC-00070,,DEPOSITO,3347057.36,EXITOSA,WEB,Depósito en cuenta
TRX-20241216-05740,12/16/2024 16:50,ACC-00240,,RETIRO,2469664.41,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241216-05805,12/16/2024 16:12,ACC-00310,,RETIRO,1311381.16,EXITOSA,WEB,Retiro en cajero
TRX-20241216-06170,12/16/2024 21:56,ACC-00050,ACC-00416,TRANSFERENCIA,667569.59,EXITOSA,WEB,Transferencia a ACC-00416
TRX-20241216-06460,12/16/2024 13:50,ACC-00286,ACC-00111,TRANSFERENCIA,222630.7,EXITOSA,WEB,Transferencia a ACC-00111
TRX-20241216-06988,12/16/2024 3:57,ACC-00295,,DEPOSITO,5058306.78,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241216-07732,12/16/2024 3:07,ACC-00018,,DEPOSITO,1026946.63,EXITOSA,WEB,Depósito en cuenta
TRX-20241216-08905,12/16/2024 10:59,ACC-00223,,PAGO_SERVICIO,299531.56,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241216-09114,12/16/2024 8:58,ACC-00258,ACC-00348,TRANSFERENCIA,4707223.79,EXITOSA,APP_MOVIL,Transferencia a ACC-00348
TRX-20241217-01353,12/17/2024 17:08,ACC-00233,ACC-00322,TRANSFERENCIA,1455892.34,EXITOSA,WEB,Transferencia a ACC-00322
TRX-20241217-01786,12/17/2024 1:20,ACC-00048,,RETIRO,2672671.31,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241217-02973,12/17/2024 7:12,ACC-00203,,RETIRO,735946.9,PENDIENTE,APP_MOVIL,Retiro en cajero
TRX-20241217-03184,12/17/2024 21:19,ACC-00238,,DEPOSITO,3465088.46,EXITOSA,CAJERO,Depósito en cuenta
TRX-20241217-03966,12/17/2024 20:23,ACC-00133,,PAGO_SERVICIO,265723.22,PENDIENTE,WEB,Pago de servicio
TRX-20241217-04796,12/17/2024 1:01,ACC-00387,ACC-00197,TRANSFERENCIA,2318531.51,PENDIENTE,APP_MOVIL,Transferencia a ACC-00197
TRX-20241217-04984,12/17/2024 4:53,ACC-00014,,DEPOSITO,9057888.06,PENDIENTE,APP_MOVIL,Depósito en cuenta
TRX-20241217-05138,12/17/2024 2:26,ACC-00155,,DEPOSITO,1045552.71,PENDIENTE,CAJERO,Depósito en cuenta
TRX-20241217-05326,12/17/2024 20:11,ACC-00160,ACC-00174,TRANSFERENCIA,4939958.2,EXITOSA,CAJERO,Transferencia a ACC-00174
TRX-20241217-06276,12/17/2024 5:06,ACC-00095,,PAGO_SERVICIO,349988.37,PENDIENTE,WEB,Pago de servicio
TRX-20241217-07689,12/17/2024 0:02,ACC-00051,,PAGO_SERVICIO,41455.19,EXITOSA,WEB,Pago de servicio
TRX-20241217-07772,12/17/2024 14:43,ACC-00317,,DEPOSITO,1839519.85,EXITOSA,WEB,Depósito en cuenta
TRX-20241217-08433,12/17/2024 8:27,ACC-00416,ACC-00265,TRANSFERENCIA,939099.13,EXITOSA,APP_MOVIL,Transferencia a ACC-00265
TRX-20241217-09760,12/17/2024 22:31,ACC-00393,ACC-00173,TRANSFERENCIA,116223.73,EXITOSA,APP_MOVIL,Transferencia a ACC-00173
TRX-20241218-03436,12/18/2024 23:15,ACC-00034,,PAGO_SERVICIO,44538.83,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241218-03741,12/18/2024 4:04,ACC-00126,,PAGO_SERVICIO,215505.99,EXITOSA,WEB,Pago de servicio
TRX-20241218-04559,12/18/2024 21:35,ACC-00274,ACC-00212,TRANSFERENCIA,927137.88,EXITOSA,APP_MOVIL,Transferencia a ACC-00212
TRX-20241218-07618,12/18/2024 19:01,ACC-00174,,PAGO_SERVICIO,9448.13,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241218-08128,12/18/2024 19:24,ACC-00263,,DEPOSITO,6693432.84,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241218-08512,12/18/2024 2:50,ACC-00230,,PAGO_SERVICIO,493706.86,EXITOSA,CAJERO,Pago de servicio
TRX-20241218-09764,12/18/2024 22:23,ACC-00048,ACC-00142,TRANSFERENCIA,1893880.67,EXITOSA,APP_MOVIL,Transferencia a ACC-00142
TRX-20241218-09790,12/18/2024 19:48,ACC-00493,ACC-00036,TRANSFERENCIA,336749.92,EXITOSA,WEB,Transferencia a ACC-00036
TRX-20241218-09887,12/18/2024 12:21,ACC-00233,,DEPOSITO,6687881.86,EXITOSA,WEB,Depósito en cuenta
TRX-20241219-00162,12/19/2024 18:26,ACC-00242,ACC-00125,TRANSFERENCIA,2462353.68,EXITOSA,APP_MOVIL,Transferencia a ACC-00125
TRX-20241219-01081,12/19/2024 0:25,ACC-00493,,DEPOSITO,7434157.99,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241219-04298,12/19/2024 12:08,ACC-00339,ACC-00317,TRANSFERENCIA,1705162.05,RECHAZADA,WEB,Transferencia a ACC-00317
TRX-20241219-05368,12/19/2024 16:28,ACC-00367,ACC-00428,TRANSFERENCIA,270705.35,EXITOSA,APP_MOVIL,Transferencia a ACC-00428
TRX-20241219-05701,12/19/2024 10:27,ACC-00250,ACC-00039,TRANSFERENCIA,1577766.08,RECHAZADA,APP_MOVIL,Transferencia a ACC-00039
TRX-20241219-06316,12/19/2024 18:57,ACC-00306,ACC-00241,TRANSFERENCIA,3315487.13,EXITOSA,CAJERO,Transferencia a ACC-00241
TRX-20241219-07993,12/19/2024 12:48,ACC-00108,,DEPOSITO,9714849.84,PENDIENTE,APP_MOVIL,Depósito en cuenta
TRX-20241219-08376,12/19/2024 0:40,ACC-00367,ACC-00062,TRANSFERENCIA,4330698.66,EXITOSA,CAJERO,Transferencia a ACC-00062
TRX-20241219-08427,12/19/2024 2:47,ACC-00366,ACC-00254,TRANSFERENCIA,4783834.11,EXITOSA,APP_MOVIL,Transferencia a ACC-00254
TRX-20241219-09541,12/19/2024 15:23,ACC-00037,,PAGO_SERVICIO,438326.02,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241219-09548,12/19/2024 16:18,ACC-00081,ACC-00364,TRANSFERENCIA,3040042.4,RECHAZADA,WEB,Transferencia a ACC-00364
TRX-20241220-01017,12/20/2024 16:07,ACC-00371,,RETIRO,1551825.11,EXITOSA,SUCURSAL,Retiro en cajero
TRX-20241220-02159,12/20/2024 10:17,ACC-00146,ACC-00465,TRANSFERENCIA,3783555.38,RECHAZADA,WEB,Transferencia a ACC-00465
TRX-20241220-02169,12/20/2024 3:42,ACC-00264,,PAGO_SERVICIO,377324.83,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241220-02338,12/20/2024 8:59,ACC-00264,ACC-00146,TRANSFERENCIA,3474318.68,EXITOSA,APP_MOVIL,Transferencia a ACC-00146
TRX-20241220-03142,12/20/2024 9:25,ACC-00092,,DEPOSITO,9833504.69,EXITOSA,SUCURSAL,Depósito en cuenta
TRX-20241220-03584,12/20/2024 19:31,ACC-00439,,DEPOSITO,7347412.19,EXITOSA,CAJERO,Depósito en cuenta
TRX-20241220-03807,12/20/2024 21:26,ACC-00141,ACC-00341,TRANSFERENCIA,1851167.09,EXITOSA,APP_MOVIL,Transferencia a ACC-00341
TRX-20241220-04209,12/20/2024 4:38,ACC-00331,,DEPOSITO,4744803.5,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241220-05831,12/20/2024 5:57,ACC-00230,ACC-00288,TRANSFERENCIA,1225994.86,EXITOSA,SUCURSAL,Transferencia a ACC-00288
TRX-20241220-05979,12/20/2024 1:01,ACC-00497,ACC-00150,TRANSFERENCIA,3014157.04,EXITOSA,WEB,Transferencia a ACC-00150
TRX-20241220-08891,12/20/2024 11:21,ACC-00111,,RETIRO,2221848.76,RECHAZADA,APP_MOVIL,Retiro en cajero
TRX-20241221-01155,12/21/2024 6:00,ACC-00028,ACC-00456,TRANSFERENCIA,2350032.74,EXITOSA,APP_MOVIL,Transferencia a ACC-00456
TRX-20241221-02151,12/21/2024 15:11,ACC-00022,,PAGO_SERVICIO,110324.34,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241221-03044,12/21/2024 22:05,ACC-00218,,DEPOSITO,8213208.28,EXITOSA,WEB,Depósito en cuenta
TRX-20241221-04269,12/21/2024 9:38,ACC-00496,ACC-00467,TRANSFERENCIA,4601961.38,EXITOSA,WEB,Transferencia a ACC-00467
TRX-20241221-04408,12/21/2024 5:58,ACC-00384,,PAGO_SERVICIO,390416.54,EXITOSA,WEB,Pago de servicio
TRX-20241221-04446,12/21/2024 13:09,ACC-00445,,DEPOSITO,9089185.63,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20241221-04794,12/21/2024 14:46,ACC-00310,,RETIRO,1126785.41,PENDIENTE,APP_MOVIL,Retiro en cajero
TRX-20241221-08214,12/21/2024 1:26,ACC-00091,,RETIRO,1539392.71,RECHAZADA,APP_MOVIL,Retiro en cajero
TRX-20241221-09325,12/21/2024 23:06,ACC-00350,,PAGO_SERVICIO,329827.64,EXITOSA,CAJERO,Pago de servicio
TRX-20241221-09463,12/21/2024 15:04,ACC-00248,ACC-00459,TRANSFERENCIA,721390.71,EXITOSA,APP_MOVIL,Transferencia a ACC-00459
TRX-20241222-00035,12/22/2024 0:46,ACC-00110,ACC-00277,TRANSFERENCIA,720343.81,EXITOSA,APP_MOVIL,Transferencia a ACC-00277
TRX-20241222-00102,12/22/2024 5:01,ACC-00015,,PAGO_SERVICIO,265957.65,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241222-01748,12/22/2024 10:22,ACC-00043,,RETIRO,2312918.19,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20241222-01904,12/22/2024 21:20,ACC-00492,ACC-00321,TRANSFERENCIA,419700.62,EXITOSA,APP_MOVIL,Transferencia a ACC-00321
TRX-20241222-01969,12/22/2024 20:53,ACC-00130,,RETIRO,1965763.46,RECHAZADA,APP_MOVIL,Retiro en cajero
TRX-20241222-02716,12/22/2024 16:18,ACC-00128,ACC-00003,TRANSFERENCIA,2089320.76,EXITOSA,APP_MOVIL,Transferencia a ACC-00003
TRX-20241222-03433,12/22/2024 1:54,ACC-00267,,PAGO_SERVICIO,442516,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20241222-03747,12/22/2024 4:11,ACC-00481,ACC-00262,TRANSFERENCIA,4933302.61,RECHAZADA,APP_MOVIL,Transferencia a ACC-00262
TRX-20241222-03882,12/22/2024 14:39,ACC-00094,ACC-00234,TRANSFERENCIA,161252.83,EXITOSA,APP_MOVIL,Transferencia a ACC-00234
TRX-20241222-04172,12/22/2024 8:57,ACC-00338,,PAGO_SERVICIO,30012.72,PENDIENTE,APP_MOVIL,Pago de servicio
TRX-20241222-05455,12/22/2024 17:33,ACC-00395,ACC-00265,TRANSFERENCIA,414627.33,EXITOSA,CAJERO,Transferencia a ACC-00265
